UDS 속성명,Gmarket/Auction 필드명,API 영역,사용 문서 수,UDS 필요도,설명
( 계산형 ) 단가 기준값,calculation>unitPrice,Other,1,⚪ 선택,1 이상 입력 가능
( 계산형 ) 판매 단위,calculation>unitType,Other,1,⚪ 선택,"""mm"", ""cm"", ""m"", ""mg"", ""g"", ""kg"", ""ml"", ""l“ 만 입력 가능"
( 계산형 ) 판매 단위값,calculation>unitValue,Other,1,⚪ 선택,1 이상 입력 가능
( 국문 ) 상세설명,descNew,Other,1,⚪ 선택,"상품상세 Html 입력 iframe, Script 및 max-width 등은 사용 불가"
( 영문 ) 상세설명,descNewEng,Other,1,⚪ 선택,
( 옥션용 ) 프로그램고유번호 사용여부,homeShoppingTimeTable>useYn>iac,Other,1,⚪ 선택,옥션 프로그램고유번호 사용여부 설정 true : 프로그램고유번호 사용 false : 프로그램고유번호 사용하지 않음
( 일문 ) 상세설명,descNewJpn,Other,1,⚪ 선택,
( 중문 ) 상세설명,descNewChn,Other,1,⚪ 선택,
(G 마켓용 ) 프로그램고유번호 사용여부,homeShoppingTimeTable>useYn>gmkt,Other,1,⚪ 선택,G 마켓 프로그램고유번호 사용여부 설정 true : 프로그램고유번호 사용 false : 프로그램고유번호 사용하지 않음
2개 조합형 가능 여부,optionType>twoCmbtUseYn,Other,1,⚪ 선택,Y : 사용 가능 N : 사용 불가
3개 조합형 가능 여부,optionType>threeCmbtUseYn,Other,1,⚪ 선택,Y : 사용 가능 N : 사용 불가
AdditionalImage1,AdditionalImage1,Other,1,⚪ 선택,JSON sample key
AdditionalImage10,AdditionalImage10,Other,1,⚪ 선택,JSON sample key
AdditionalImage11,AdditionalImage11,Other,1,⚪ 선택,JSON sample key
AdditionalImage12,AdditionalImage12,Other,1,⚪ 선택,JSON sample key
AdditionalImage13,AdditionalImage13,Other,1,⚪ 선택,JSON sample key
AdditionalImage14,AdditionalImage14,Other,1,⚪ 선택,JSON sample key
AdditionalImage2,AdditionalImage2,Other,1,⚪ 선택,JSON sample key
AdditionalImage3,AdditionalImage3,Other,1,⚪ 선택,JSON sample key
AdditionalImage4,AdditionalImage4,Other,1,⚪ 선택,JSON sample key
AdditionalImage5,AdditionalImage5,Other,1,⚪ 선택,JSON sample key
AdditionalImage6,AdditionalImage6,Other,1,⚪ 선택,JSON sample key
AdditionalImage7,AdditionalImage7,Other,1,⚪ 선택,JSON sample key
AdditionalImage8,AdditionalImage8,Other,1,⚪ 선택,JSON sample key
AdditionalImage9,AdditionalImage9,Other,1,⚪ 선택,JSON sample key
AnswerDate,AnswerDate,CS API,1,⚪ 선택,JSON sample key
BasicImage,BasicImage,Other,1,⚪ 선택,JSON sample key
CatCode,CatCode,Other,1,⚪ 선택,JSON sample key
CatName,CatName,Other,1,⚪ 선택,JSON sample key
CategoryLevel,CategoryLevel,Other,1,⚪ 선택,JSON sample key
ContactType,ContactType,CS API,1,⚪ 선택,JSON sample key
DeliveryEnableYn,DeliveryEnableYn,서비스 API,1,⚪ 선택,JSON sample key
ExceptionMessage,ExceptionMessage,CS API,1,⚪ 선택,JSON sample key
ExceptionType,ExceptionType,CS API,1,⚪ 선택,JSON sample key
ExpireDateLimitCode,ExpireDateLimitCode,Other,1,⚪ 선택,JSON sample key
ExpireDateLimitName,ExpireDateLimitName,Other,1,⚪ 선택,JSON sample key
ExpireDateManageCode,ExpireDateManageCode,Other,2,⚪ 선택,JSON sample key
ExpireDaysLimitCodeList,ExpireDaysLimitCodeList,Other,1,⚪ 선택,JSON sample key
ExpireDaysLimitList,ExpireDaysLimitList,Other,1,⚪ 선택,JSON sample key
ExpireDaysMax,ExpireDaysMax,Other,1,⚪ 선택,JSON sample key
ExpireDaysMin,ExpireDaysMin,Other,1,⚪ 선택,JSON sample key
G마켓 적립률,gmarketRatio,Other,1,⚪ 선택,- 적립률 범위 : 0.5%~50% - 0.1% 단위로 입력 가능
InformStatus,InformStatus,CS API,1,⚪ 선택,JSON sample key
IsLeaf,IsLeaf,Other,1,⚪ 선택,JSON sample key
IsLeafCategory,IsLeafCategory,Other,1,⚪ 선택,JSON sample key
IwLimitDay,IwLimitDay,Other,1,⚪ 선택,JSON sample key
MatchedCategory,MatchedCategory,Other,1,⚪ 선택,JSON sample key
OrderType,OrderType,CS API,1,⚪ 선택,JSON sample key
OutCode,OutCode,Other,2,⚪ 선택,JSON sample key
OutDetail,OutDetail,Other,2,⚪ 선택,JSON sample key
OutDetrmQty,OutDetrmQty,Other,1,⚪ 선택,JSON sample key
OutReqQty,OutReqQty,Other,2,⚪ 선택,JSON sample key
OutWishDate,OutWishDate,Other,3,⚪ 선택,JSON sample key
OwLimitDay,OwLimitDay,Other,1,⚪ 선택,JSON sample key
RcverAddress,RcverAddress,Other,1,⚪ 선택,JSON sample key
ReceiveDate,ReceiveDate,CS API,1,⚪ 선택,JSON sample key
SDCategoryCode,SDCategoryCode,Other,1,⚪ 선택,JSON sample key
SDCategoryName,SDCategoryName,Other,1,⚪ 선택,JSON sample key
SellCustNo,SellCustNo,서비스 API,1,⚪ 선택,JSON sample key
SellStatus,SellStatus,CS API,1,⚪ 선택,JSON sample key
Slot 코드,SlotNo,서비스 API,1,⚪ 선택,
SlotNo,SlotNo,서비스 API,1,⚪ 선택,JSON sample key
StackTrace,StackTrace,CS API,1,⚪ 선택,JSON sample key
Title,Title,CS API,1,⚪ 선택,JSON sample key
VOD URL 등록여부,"getHomeShoppingList>homeShoppingAlternativeUrl>useYn, homeShoppingAlternativeUrl>useYn",Other,1,⚪ 선택,VOD URL 등록할지 여부 true : URL 등록 false : URL 미등록
[ ] 서비스형태,service>types,서비스 API,2,⚪ 선택,"지점 관리시 미 설정한 서비스 형태는 등록 불가 reserve : 당일배송 ( 예약 ), dawn : 새벽배송"
[ ]서비스형태,service>types,서비스 API,1,⚪ 선택,
[]메모,Data>OutDetail>Memo,Other,1,⚪ 선택,스타배송 물류센터에서 입력한 메모 내려감
[]성공한반출번호,Data>SuccessList>WarehouseOutNo,Other,1,⚪ 선택,반출요청 성공한 반출번호 리스트
[]실패한반출번호,Data>FailReasons>WarehouseOutNo,Other,1,⚪ 선택,반출요청 실패한 반출번호 리스트
[]요청사항,OutDetail,Other,1,⚪ 선택,각 SKU별 반출요청사항 입력가능
addAmnt,addAmnt,Other,2,⚪ 선택,JSON sample key
addAmntSite,addAmntSite,Other,1,⚪ 선택,JSON sample key
addAmntUseYn,addAmntUseYn,Other,1,⚪ 선택,JSON sample key
addPrice,addPrice,서비스 API,1,⚪ 선택,JSON sample key
addonServiceNameId,addonServiceNameId,Other,1,⚪ 선택,JSON sample key
addonServiceValues,addonServiceValues,Other,1,⚪ 선택,JSON sample key
addr1,addr1,Other,1,⚪ 선택,JSON sample key
addr2,addr2,Other,1,⚪ 선택,JSON sample key
addrName,addrName,Other,1,⚪ 선택,JSON sample key
alternativeVodUrl,alternativeVodUrl,Other,1,⚪ 선택,JSON sample key
amount,amount,Other,1,⚪ 선택,JSON sample key
answer,answer,CS API,1,⚪ 선택,JSON sample key
answerDate,answerDate,CS API,1,⚪ 선택,JSON sample key
applyPeriod,applyPeriod,Other,1,⚪ 선택,JSON sample key
auction,auction,Other,1,⚪ 선택,JSON sample key
auctionRatio,auctionRatio,Other,1,⚪ 선택,JSON sample key
autoExtendAmountDay,autoExtendAmountDay,Other,1,⚪ 선택,JSON sample key
autoExtendEndDate,autoExtendEndDate,Other,1,⚪ 선택,JSON sample key
autoExtendType,autoExtendType,Other,1,⚪ 선택,JSON sample key
base,base,Other,1,⚪ 선택,JSON sample key
boardType,boardType,CS API,1,⚪ 선택,JSON sample key
bonus,bonus,Other,1,⚪ 선택,JSON sample key
branchId,branchId,"CS API, 서비스 API",4,⚪ 선택,JSON sample key
brands,brands,Other,1,⚪ 선택,JSON sample key
broadcastDate,broadcastDate,Other,1,⚪ 선택,JSON sample key
broadcastEndDate,broadcastEndDate,Other,1,⚪ 선택,JSON sample key
broadcastHour,broadcastHour,Other,1,⚪ 선택,JSON sample key
broadcastProgramDetailType,broadcastProgramDetailType,Other,1,⚪ 선택,JSON sample key
broadcastProgramType,broadcastProgramType,Other,1,⚪ 선택,JSON sample key
broadcastStartDate,broadcastStartDate,Other,1,⚪ 선택,JSON sample key
bundleGoods,bundleGoods,Other,1,⚪ 선택,JSON sample key
bundleGoodsUseYn,bundleGoodsUseYn,Other,1,⚪ 선택,JSON sample key
bundleGoodsYn,bundleGoodsYn,Other,1,⚪ 선택,JSON sample key
calcUseYn,calcUseYn,Other,1,⚪ 선택,JSON sample key
calculation,calculation,Other,1,⚪ 선택,JSON sample key
cellPhone,cellPhone,Other,1,⚪ 선택,JSON sample key
codes,codes,Other,2,⚪ 선택,JSON sample key
contact,contact,서비스 API,1,⚪ 선택,JSON sample key
contactType,contactType,CS API,1,⚪ 선택,JSON sample key
contractType,contractType,CS API,2,⚪ 선택,JSON sample key
customOptionUseYn,customOptionUseYn,Other,1,⚪ 선택,JSON sample key
customTextOptionUseYn,customTextOptionUseYn,Other,1,⚪ 선택,JSON sample key
dailyExposeUrl,dailyExposeUrl,Other,1,⚪ 선택,JSON sample key
deliverable,deliverable,서비스 API,1,⚪ 선택,JSON sample key
deliveryEndDate,deliveryEndDate,서비스 API,1,⚪ 선택,JSON sample key
deliverySlotId,deliverySlotId,서비스 API,2,⚪ 선택,JSON sample key
deliveryStartDate,deliveryStartDate,서비스 API,1,⚪ 선택,JSON sample key
descNew,descNew,Other,1,⚪ 선택,JSON sample key
descNewChn,descNewChn,Other,1,⚪ 선택,JSON sample key
descNewEng,descNewEng,Other,1,⚪ 선택,JSON sample key
descNewJpn,descNewJpn,Other,1,⚪ 선택,JSON sample key
distance,distance,서비스 API,1,⚪ 선택,JSON sample key
emerMessageNo,emerMessageNo,CS API,1,⚪ 선택,JSON sample key
field,field,Other,1,⚪ 선택,JSON sample key
genrlUseYn,genrlUseYn,Other,1,⚪ 선택,JSON sample key
getHomeShoppingList,getHomeShoppingList,Other,1,⚪ 선택,JSON sample key
giCategoryCode,giCategoryCode,Other,1,⚪ 선택,JSON sample key
gmarket,gmarket,Other,1,⚪ 선택,JSON sample key
gmarketRatio,gmarketRatio,Other,1,⚪ 선택,JSON sample key
groupListType,groupListType,Other,2,⚪ 선택,JSON sample key
groupName,groupName,Other,2,⚪ 선택,JSON sample key
groups,groups,Other,1,⚪ 선택,JSON sample key
guideText,guideText,Other,1,⚪ 선택,JSON sample key
homeShoppingAlternativeUrl,homeShoppingAlternativeUrl,Other,1,⚪ 선택,JSON sample key
homeShoppingDailyExposeProgram,homeShoppingDailyExposeProgram,Other,1,⚪ 선택,JSON sample key
homeShoppingSubInfo,homeShoppingSubInfo,Other,1,⚪ 선택,JSON sample key
homeShoppingTimeTable,homeShoppingTimeTable,Other,1,⚪ 선택,JSON sample key
homeTel,homeTel,Other,1,⚪ 선택,JSON sample key
hostName,hostName,Other,1,⚪ 선택,JSON sample key
iacPremium,iacPremium,Other,1,⚪ 선택,JSON sample key
iacPremiumPlus,iacPremiumPlus,Other,1,⚪ 선택,JSON sample key
imageInfo,imageInfo,Other,1,⚪ 선택,JSON sample key
imageLevel,imageLevel,Other,1,⚪ 선택,JSON sample key
imageModel,imageModel,Other,1,⚪ 선택,JSON sample key
imageUrl,imageUrl,Other,1,⚪ 선택,JSON sample key
independents,independents,Other,1,⚪ 선택,JSON sample key
informStatus,informStatus,CS API,1,⚪ 선택,JSON sample key
inputType,inputType,Other,1,⚪ 선택,JSON sample key
inquirerName,inquirerName,CS API,1,⚪ 선택,JSON sample key
inquirerPhone,inquirerPhone,CS API,1,⚪ 선택,JSON sample key
introImageFile,introImageFile,Other,2,⚪ 선택,JSON sample key
isClaimSlot,isClaimSlot,서비스 API,1,⚪ 선택,JSON sample key
isDisplaySite,isDisplaySite,Other,1,⚪ 선택,JSON sample key
isGlobalSeller,isGlobalSeller,Other,1,⚪ 선택,JSON sample key
isLeaf,isLeaf,Other,2,⚪ 선택,JSON sample key
isReturnAddr,isReturnAddr,Other,1,⚪ 선택,JSON sample key
isSoldOutSite,isSoldOutSite,Other,1,⚪ 선택,JSON sample key
isVisitAndTakeAddr,isVisitAndTakeAddr,Other,1,⚪ 선택,JSON sample key
latitude,latitude,서비스 API,1,⚪ 선택,JSON sample key
limitCount,limitCount,Other,1,⚪ 선택,JSON sample key
lname,lname,Other,1,⚪ 선택,JSON sample key
location,location,서비스 API,1,⚪ 선택,JSON sample key
locationDescription,locationDescription,Other,1,⚪ 선택,JSON sample key
longDistance,longDistance,서비스 API,1,⚪ 선택,JSON sample key
longDistanceEnable,longDistanceEnable,서비스 API,1,⚪ 선택,JSON sample key
longitude,longitude,서비스 API,1,⚪ 선택,JSON sample key
makerName,makerName,Other,1,⚪ 선택,JSON sample key
makerNo,makerNo,Other,1,⚪ 선택,JSON sample key
maxAmount,maxAmount,Other,1,⚪ 선택,JSON sample key
maxPrice,maxPrice,Other,1,⚪ 선택,JSON sample key
maxRate,maxRate,Other,1,⚪ 선택,JSON sample key
maxValue1,maxValue1,Other,1,⚪ 선택,JSON sample key
maxValue2,maxValue2,Other,1,⚪ 선택,JSON sample key
messageNo,messageNo,CS API,2,⚪ 선택,JSON sample key
minPrice,minPrice,Other,1,⚪ 선택,JSON sample key
minRate,minRate,Other,1,⚪ 선택,JSON sample key
minValue1,minValue1,Other,1,⚪ 선택,JSON sample key
minValue2,minValue2,Other,1,⚪ 선택,JSON sample key
mname,mname,Other,1,⚪ 선택,JSON sample key
multiplePurchaseDiscount,multiplePurchaseDiscount,Other,1,⚪ 선택,JSON sample key
multiplePurchaseDiscountAmount,multiplePurchaseDiscountAmount,Other,1,⚪ 선택,JSON sample key
multiplePurchaseDiscountQuantity,multiplePurchaseDiscountQuantity,Other,1,⚪ 선택,JSON sample key
officialNoticeItemelementName,officialNoticeItemelementName,Other,1,⚪ 선택,JSON sample key
officialNoticeName,officialNoticeName,Other,1,⚪ 선택,JSON sample key
onSale,onSale,서비스 API,1,⚪ 선택,JSON sample key
optSeq,optSeq,Other,1,⚪ 선택,JSON sample key
optionType,optionType,Other,1,⚪ 선택,JSON sample key
optionUseYn,optionUseYn,Other,1,⚪ 선택,JSON sample key
priceType,priceType,Other,1,⚪ 선택,JSON sample key
productBrandName,productBrandName,Other,1,⚪ 선택,JSON sample key
productBrandNo,productBrandNo,Other,1,⚪ 선택,JSON sample key
programId,programId,Other,1,⚪ 선택,JSON sample key
programName,programName,Other,1,⚪ 선택,JSON sample key
programType,programType,Other,1,⚪ 선택,JSON sample key
promotionCode1,promotionCode1,서비스 API,2,⚪ 선택,JSON sample key
promotionCode2,promotionCode2,서비스 API,2,⚪ 선택,JSON sample key
promotionCode3,promotionCode3,서비스 API,1,⚪ 선택,JSON sample key
promotionCode4,promotionCode4,서비스 API,1,⚪ 선택,JSON sample key
promotionFreeGiftYn,promotionFreeGiftYn,Other,1,⚪ 선택,JSON sample key
promotionImageUrl,promotionImageUrl,Other,1,⚪ 선택,JSON sample key
promotionSpecText,promotionSpecText,Other,1,⚪ 선택,JSON sample key
promotionText,promotionText,Other,1,⚪ 선택,JSON sample key
qnaType,qnaType,CS API,1,⚪ 선택,JSON sample key
reAsking,reAsking,CS API,1,⚪ 선택,JSON sample key
receiveDate,receiveDate,CS API,1,⚪ 선택,JSON sample key
recommendedOptName1,recommendedOptName1,Other,1,⚪ 선택,JSON sample key
recommendedOptName2,recommendedOptName2,Other,1,⚪ 선택,JSON sample key
recommendedOptName3,recommendedOptName3,Other,1,⚪ 선택,JSON sample key
recommendedOptNo3,recommendedOptNo3,Other,1,⚪ 선택,JSON sample key
recommendedOptValue3,recommendedOptValue3,Other,1,⚪ 선택,JSON sample key
recommendedOptValueName>korEng,recommendedOptValueName>korEng,Other,1,⚪ 선택,
recommendedOptValueNo3,recommendedOptValueNo3,Other,1,⚪ 선택,JSON sample key
remainderCount,remainderCount,서비스 API,1,⚪ 선택,JSON sample key
representativeName,representativeName,Other,1,⚪ 선택,JSON sample key
requestDate,requestDate,CS API,1,⚪ 선택,JSON sample key
requestDueDate,requestDueDate,서비스 API,1,⚪ 선택,JSON sample key
sdCategoryTree,sdCategoryTree,Other,1,⚪ 선택,JSON sample key
sellerAddressBookList,sellerAddressBookList,Other,1,⚪ 선택,JSON sample key
sellerId,sellerId,CS API,2,⚪ 선택,JSON sample key
service,service,서비스 API,3,⚪ 선택,JSON sample key
serviceType,serviceType,서비스 API,1,⚪ 선택,JSON sample key
subCats,subCats,Other,2,⚪ 선택,JSON sample key
textUseYn,textUseYn,Other,1,⚪ 선택,JSON sample key
threeCmbtUseYn,threeCmbtUseYn,Other,1,⚪ 선택,JSON sample key
title,title,CS API,3,⚪ 선택,JSON sample key
totalWeight,totalWeight,서비스 API,1,⚪ 선택,JSON sample key
twoCmbtUseYn,twoCmbtUseYn,Other,1,⚪ 선택,JSON sample key
types,types,서비스 API,2,⚪ 선택,JSON sample key
unitPrice,unitPrice,"Other, 서비스 API",2,⚪ 선택,JSON sample key
unitType,unitType,Other,1,⚪ 선택,JSON sample key
unitValue,unitValue,Other,1,⚪ 선택,JSON sample key
useYn,useYn,Other,1,⚪ 선택,JSON sample key
valueId,valueId,Other,1,⚪ 선택,JSON sample key
valueLimitCount,valueLimitCount,Other,1,⚪ 선택,JSON sample key
valueName,valueName,Other,1,⚪ 선택,JSON sample key
weightUnit,weightUnit,서비스 API,1,⚪ 선택,JSON sample key
zipCode,zipCode,Other,1,⚪ 선택,JSON sample key
zipcode,zipcode,서비스 API,2,⚪ 선택,JSON sample key
zipcodes,zipcodes,서비스 API,1,⚪ 선택,JSON sample key
zone,zone,서비스 API,1,⚪ 선택,JSON sample key
가이드,guideText,Other,1,⚪ 선택,
계산형 가능 여부,optionType>calcUseYn,Other,1,⚪ 선택,Y : 사용 가능 N : 사용 불가
고시 상세 코드,officialNoticeItemelementCode,Other,1,⚪ 선택,
고시 상세명,officialNoticeItemelementName,Other,1,⚪ 선택,
